ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F1961,F1962,F1963,F1964,F1965,F1966,F1967,F1968,F1969,F1970,F1971,F1972,F1973,F1974,F1975,F1976,F1977,F1978,F1979,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
222,World,,WLD,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.211,0.038,0.168,-0.246,-0.223,0.201,-0.117,-0.126,-0.092,0.15,-0.093,-0.199,0.269,-0.181,0.088,-0.314,0.269,0.001,0.226,0.332,0.443,0.086,0.46,0.127,-0.031,0.242,0.403,0.558,0.331,0.639,0.468,0.184,0.348,0.507,0.835,0.355,0.656,0.993,0.783,0.728,0.834,1.021,0.893,0.913,1.095,0.998,1.195,0.935,0.957,1.219,0.921,1.074,1.016,1.053,1.412,1.66,1.429,1.29,1.444,1.711,1.447,1.394
